,months_as_customer,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
102,279,6/6/2001,IL,250/500,500,1497.35,0,460742,FEMALE,JD,prof-specialty,bungie-jumping,husband,37300,-31700,1/29/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,16,3,?,2,3,NO,25200,Ford,Fusion,2013,0
103,165,3/25/2007,OH,100/300,1000,1427.14,0,446895,FEMALE,Associate,tech-support,kayaking,other-relative,35300,-58100,2/15/2015,Parked Car,?,Minor Damage,Police,WV,Northbend,3,1,NO,1,1,NO,2310,Toyota,Highlander,2008,0
104,350,10/31/2013,OH,500/1000,500,1495.1,0,609374,MALE,College,other-service,basketball,wife,50500,0,2/12/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,15,3,NO,0,0,?,70110,Chevrolet,Malibu,2014,0
105,295,6/13/1992,IL,100/300,500,1141.62,0,451672,MALE,College,prof-specialty,kayaking,husband,34300,-24300,1/1/2015,Vehicle Theft,?,Minor Damage,None,WV,Columbus,4,1,YES,1,3,YES,3360,Mercedes,E400,2002,0
106,464,10/7/1990,OH,500/1000,1000,1125.37,0,604450,FEMALE,Associate,prof-specialty,basketball,husband,0,-56400,1/13/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,6,3,?,0,2,YES,53200,Saab,95,2000,1
107,118,12/28/1991,IN,500/1000,2000,1207.36,0,432896,FEMALE,High School,handlers-cleaners,camping,own-child,0,-57000,3/1/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,22,2,NO,1,0,?,51940,Volkswagen,Passat,1997,0
108,298,11/11/1998,IL,500/1000,2000,1338.5,0,618929,FEMALE,PhD,machine-op-inspct,basketball,other-relative,28800,0,2/2/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,1,1,?,0,0,?,48870,Saab,93,2000,1
109,87,6/26/2009,IN,500/1000,1000,1074.07,0,451312,FEMALE,Masters,sales,chess,husband,0,-47500,1/27/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,16,3,NO,0,3,YES,44320,Nissan,Ultima,2006,1
110,261,1/11/2009,OH,250/500,500,1337.56,0,605141,FEMALE,College,prof-specialty,video-games,unmarried,0,0,1/12/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,18,1,?,1,2,YES,52290,Dodge,RAM,2010,0
111,453,3/18/2003,IN,100/300,500,1298.91,6000000,459504,MALE,PhD,craft-repair,dancing,unmarried,52600,-38800,1/6/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,0,1,YES,0,0,?,49000,Ford,F150,2015,1
112,210,11/2/2012,IL,500/1000,500,1222.75,0,432781,MALE,High School,exec-managerial,polo,other-relative,0,-41000,1/30/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Columbus,12,3,?,2,0,NO,51590,BMW,X5,2001,0
113,168,5/4/2000,IN,100/300,1000,1059.52,0,452748,MALE,MD,protective-serv,camping,own-child,0,-40600,3/1/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,13,2,?,1,1,?,33670,Saab,93,2007,0
114,390,9/29/1999,OH,250/500,2000,1124.38,0,618316,MALE,Associate,armed-forces,reading,other-relative,0,0,2/24/2015,Vehicle Theft,?,Minor Damage,None,VA,Northbrook,9,1,YES,1,1,YES,4720,Ford,F150,2001,0
115,258,3/9/1999,IN,100/300,1000,1110.37,10000000,455365,MALE,MD,machine-op-inspct,hiking,other-relative,34400,-56800,1/24/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,14,3,NO,0,1,?,33390,Accura,MDX,1997,1
116,107,2/13/1991,IL,500/1000,2000,1374.22,0,470603,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,62000,-63100,2/26/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,16,1,NO,0,3,NO,32620,Suburu,Legacy,2002,0
117,225,8/5/1993,OH,500/1000,2000,1103.58,0,475292,MALE,High School,exec-managerial,exercise,unmarried,41200,-36200,1/19/2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,20,3,?,2,2,NO,51200,Toyota,Highlander,2011,1
118,164,10/31/1997,IL,250/500,2000,1269.76,0,467743,FEMALE,PhD,transport-moving,yachting,not-in-family,44300,0,1/17/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4,1,NO,1,3,YES,63000,Ford,Fusion,2015,0
119,245,4/21/2001,OH,250/500,500,964.79,8000000,460675,FEMALE,Associate,adm-clerical,camping,husband,58000,0,2/20/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,7,3,?,0,1,?,52960,BMW,3 Series,2010,0
120,255,1/8/2013,IL,500/1000,2000,1167.3,4000000,618123,MALE,High School,priv-house-serv,board-games,other-relative,0,0,2/22/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,22,1,NO,2,0,?,41580,Volkswagen,Passat,2000,0
121,206,7/23/2009,IL,500/1000,500,1625.45,4000000,607452,FEMALE,MD,other-service,video-games,other-relative,0,-53700,1/23/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,11,1,NO,2,1,NO,51040,Ford,Fusion,2008,1
122,203,2/20/1998,IL,250/500,500,1394.43,0,606352,FEMALE,Masters,other-service,skydiving,not-in-family,0,0,1/31/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,7,1,?,0,1,YES,49280,Nissan,Maxima,1999,1
123,22,3/13/2008,OH,250/500,2000,1053.24,0,603527,FEMALE,College,prof-specialty,movies,other-relative,51100,0,1/5/2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,0,4,YES,1,0,NO,51420,Accura,MDX,1995,0
124,211,8/20/1996,IL,100/300,500,1040.75,0,445601,FEMALE,JD,prof-specialty,paintball,not-in-family,0,0,2/3/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,1,1,YES,1,1,?,28000,BMW,X5,2011,0
125,206,7/27/2014,IN,250/500,1000,1302.4,6000000,603948,MALE,JD,craft-repair,dancing,unmarried,47200,-69700,2/17/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,12,3,NO,2,3,YES,23100,Ford,Escape,2013,0
126,166,11/9/1992,IL,100/300,2000,1588.55,0,435758,MALE,MD,protective-serv,video-games,unmarried,59600,-32100,1/9/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,8,1,NO,0,0,?,28800,Suburu,Impreza,2001,0
127,165,6/4/2012,IN,500/1000,500,1399.26,0,611586,FEMALE,High School,tech-support,exercise,own-child,70500,0,2/8/2015,Parked Car,?,Minor Damage,Police,PA,Northbrook,9,1,?,2,0,?,2970,BMW,M5,1998,0
128,274,5/13/2001,OH,100/300,2000,1352.31,0,465263,MALE,College,farming-fishing,basketball,wife,40700,-47300,2/6/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,22,1,YES,0,3,YES,42560,BMW,X5,2006,1
129,81,9/17/2011,IL,250/500,1000,1139.0,6000000,617858,FEMALE,Masters,sales,sleeping,husband,42400,0,1/14/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,0,3,?,1,2,?,34790,Saab,92x,2000,1
130,280,7/15/2011,IN,250/500,1000,1397.67,0,607889,MALE,JD,machine-op-inspct,camping,wife,57900,0,1/22/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,0,3,YES,1,2,NO,56480,Ford,Escape,1999,0
131,194,7/27/2005,IN,250/500,500,823.17,0,455689,MALE,Masters,adm-clerical,paintball,own-child,0,0,2/23/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,3,3,?,2,2,NO,43050,Dodge,RAM,2012,0
132,112,10/18/2005,OH,100/300,500,965.13,0,450341,FEMALE,Masters,tech-support,exercise,unmarried,60000,-54800,2/22/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,21,3,?,0,1,?,34000,Nissan,Pathfinder,2013,0
133,24,1/19/1996,IL,500/1000,1000,1922.84,0,431277,FEMALE,High School,machine-op-inspct,skydiving,wife,0,-45200,1/24/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,0,1,?,2,1,NO,32760,Jeep,Wrangler,2002,0
134,93,9/29/2005,OH,250/500,2000,1624.82,0,454656,MALE,PhD,exec-managerial,basketball,unmarried,65300,-65600,2/9/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,16,1,?,1,1,?,52080,BMW,3 Series,2006,0
135,171,2/18/1997,IN,250/500,2000,1277.25,0,605169,FEMALE,College,exec-managerial,yachting,other-relative,84900,0,1/19/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,14,1,NO,1,2,?,48440,Volkswagen,Passat,1996,1
136,200,5/11/2010,IL,100/300,1000,1439.34,0,444822,FEMALE,High School,sales,exercise,other-relative,45300,-20400,1/1/2015,Vehicle Theft,?,Minor Damage,Police,VA,Riverwood,9,1,?,0,0,NO,2870,Ford,Escape,2015,0
137,120,2/6/2009,IL,250/500,1000,1281.27,0,447442,FEMALE,PhD,tech-support,golf,not-in-family,68900,0,1/7/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,9,3,NO,0,3,?,52400,BMW,X5,2010,0
138,325,7/9/2013,IL,500/1000,500,1348.83,0,474360,FEMALE,High School,prof-specialty,basketball,wife,46300,-77500,2/1/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,21,3,?,1,2,YES,55360,Toyota,Camry,1999,0
139,124,6/6/1992,IL,250/500,1000,1198.15,0,447925,FEMALE,MD,other-service,hiking,not-in-family,0,-43200,2/21/2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,19,3,NO,0,2,YES,49040,BMW,X5,1995,0
140,211,3/8/1998,OH,100/300,2000,1221.22,0,451586,MALE,Masters,machine-op-inspct,camping,other-relative,76000,0,1/21/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,2,1,YES,0,1,?,37840,Mercedes,E400,2008,0
141,287,3/29/2004,IL,500/1000,2000,968.74,0,477519,MALE,Masters,transport-moving,video-games,wife,0,-49000,1/19/2015,Vehicle Theft,?,Trivial Damage,None,SC,Northbrook,9,1,?,2,3,?,3760,Suburu,Forrestor,2001,0
142,122,6/1/2006,IN,250/500,1000,1220.71,0,603639,MALE,PhD,machine-op-inspct,video-games,own-child,58600,-28700,2/27/2015,Parked Car,?,Minor Damage,None,SC,Northbend,5,1,?,2,1,YES,5040,Chevrolet,Silverado,2013,0
143,22,6/8/1994,IN,250/500,2000,1238.62,6000000,463993,MALE,MD,exec-managerial,yachting,other-relative,0,-56200,2/14/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,14,1,?,2,3,?,49560,Accura,MDX,2012,1
144,106,2/12/1998,IL,500/1000,2000,1320.75,0,441491,FEMALE,JD,farming-fishing,video-games,wife,54100,0,2/1/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,20,3,?,0,3,YES,35490,Accura,MDX,2011,0
145,398,11/16/2000,OH,100/300,500,990.98,0,469429,FEMALE,Associate,exec-managerial,cross-fit,wife,0,-57900,2/2/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,18,1,YES,2,1,?,76400,Accura,TL,2002,1
146,214,10/24/2004,IL,500/1000,500,1398.51,4000000,472214,MALE,Masters,tech-support,polo,not-in-family,0,-57100,2/1/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,13,3,?,2,0,NO,44800,BMW,X6,1996,1
147,209,11/8/2009,OH,100/300,500,1355.08,0,614945,FEMALE,MD,other-service,golf,other-relative,58100,0,1/19/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,21,1,?,1,1,?,37840,Nissan,Pathfinder,2014,0
148,82,9/21/1996,IL,100/300,1000,1384.51,0,476727,MALE,PhD,adm-clerical,reading,not-in-family,13100,-38200,2/18/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,14,1,NO,2,3,?,53760,Volkswagen,Jetta,2007,1
149,193,7/16/1995,OH,250/500,500,847.03,0,438555,FEMALE,JD,craft-repair,skydiving,not-in-family,0,0,2/8/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,1,1,?,1,0,YES,77760,Suburu,Impreza,2011,1
150,134,6/9/2001,OH,100/300,1000,1000.06,0,440961,FEMALE,PhD,farming-fishing,base-jumping,wife,0,0,1/9/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,17,1,?,1,0,?,60160,Audi,A3,2014,0
151,288,10/6/2002,IL,100/300,1000,1046.71,0,616714,MALE,Masters,priv-house-serv,polo,husband,0,0,2/27/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,4,3,?,2,1,?,32040,Mercedes,C300,2009,0
152,104,7/14/1997,IN,250/500,500,1158.03,0,434247,MALE,High School,exec-managerial,kayaking,own-child,31900,-44600,1/8/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,23,3,YES,1,3,YES,44010,Volkswagen,Jetta,2006,1
153,431,11/11/1994,OH,100/300,1000,1372.27,0,436547,FEMALE,Masters,craft-repair,paintball,own-child,17600,0,1/8/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,13,3,NO,2,3,?,42160,Suburu,Forrestor,1997,0
154,101,6/23/2012,OH,100/300,1000,1053.04,7000000,619540,FEMALE,Masters,other-service,reading,own-child,52000,-44500,2/24/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Northbrook,20,3,NO,1,3,?,36160,Saab,93,2013,1
155,375,2/18/2007,OH,100/300,1000,1275.39,0,466283,MALE,Associate,sales,bungie-jumping,other-relative,0,0,2/12/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Riverwood,16,1,YES,2,3,NO,37280,Audi,A5,1996,1
156,461,6/27/2005,OH,100/300,2000,1402.75,0,449557,MALE,JD,exec-managerial,exercise,husband,0,0,2/18/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,10,3,?,2,1,YES,50470,Jeep,Wrangler,2006,0
157,428,9/29/1999,IN,250/500,500,1344.36,7000000,473329,FEMALE,JD,prof-specialty,hiking,other-relative,0,0,2/6/2015,Parked Car,?,Minor Damage,None,WV,Northbend,8,1,?,2,3,NO,4550,Saab,92x,2013,0
158,45,5/14/2006,IN,100/300,1000,1197.71,0,470117,MALE,Masters,machine-op-inspct,movies,not-in-family,29000,0,2/14/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Springfield,17,3,?,2,0,?,52160,Suburu,Legacy,2013,0
159,136,4/29/2010,OH,100/300,500,1203.24,0,600702,FEMALE,JD,transport-moving,video-games,other-relative,62500,-66900,2/5/2015,Vehicle Theft,?,Minor Damage,Police,NY,Columbus,9,1,?,2,0,?,4340,Honda,Accord,1999,0
160,216,11/10/1992,IN,500/1000,1000,1152.4,0,615921,FEMALE,Associate,priv-house-serv,reading,unmarried,39600,-82400,1/25/2015,Parked Car,?,Minor Damage,Police,VA,Springfield,0,1,YES,2,3,?,3920,Mercedes,E400,2014,0
161,278,7/24/1999,IN,500/1000,2000,1142.62,7000000,475588,FEMALE,MD,farming-fishing,dancing,not-in-family,0,-54000,1/16/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,12,1,?,2,0,?,52650,Chevrolet,Silverado,1997,0
162,295,2/22/1992,OH,500/1000,1000,1332.07,0,609409,FEMALE,MD,exec-managerial,polo,unmarried,49700,-59100,1/28/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,20,2,NO,2,1,YES,59580,Volkswagen,Passat,2002,0
163,112,9/13/2002,OH,500/1000,1000,1166.54,0,479852,FEMALE,Masters,prof-specialty,sleeping,not-in-family,47700,-59300,1/21/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,3,1,YES,2,0,NO,75530,Dodge,Neon,1997,1
164,122,8/9/2003,IL,250/500,500,1495.06,0,452249,FEMALE,Masters,prof-specialty,polo,unmarried,38100,-31400,1/7/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Columbus,18,3,NO,2,0,YES,63630,Mercedes,E400,2011,0
165,108,12/4/2007,IN,500/1000,1000,1337.92,0,441536,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,71400,0,2/23/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Columbus,4,3,NO,2,2,YES,44640,Suburu,Legacy,2012,0
166,14,7/22/2002,OH,250/500,2000,1587.96,0,601617,FEMALE,Associate,craft-repair,board-games,unmarried,0,-26900,2/14/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,18,1,?,2,1,YES,45360,Audi,A5,2012,1
167,298,7/3/1992,IL,500/1000,1000,1362.29,0,442598,MALE,High School,farming-fishing,yachting,unmarried,0,-51100,2/27/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbend,18,3,NO,0,0,NO,44800,Saab,95,1999,0
168,276,3/29/2005,IL,250/500,500,1448.84,0,430987,FEMALE,Masters,machine-op-inspct,bungie-jumping,husband,0,-50000,2/21/2015,Parked Car,?,Trivial Damage,Police,SC,Hillsdale,7,1,?,0,1,NO,4620,Toyota,Highlander,2015,0
169,47,3/16/2008,IN,250/500,2000,1241.97,0,430104,MALE,High School,other-service,movies,not-in-family,75400,0,1/5/2015,Parked Car,?,Minor Damage,None,NY,Hillsdale,18,1,NO,1,0,NO,5360,Jeep,Wrangler,2011,0
170,222,5/23/1999,IL,250/500,500,1124.6,0,612904,MALE,Associate,armed-forces,hiking,not-in-family,0,0,1/30/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,23,3,YES,0,0,?,31840,Jeep,Wrangler,2006,0
171,119,11/22/2012,OH,250/500,2000,1079.92,0,430886,MALE,High School,machine-op-inspct,hiking,husband,88800,0,2/26/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,1,1,?,0,1,YES,40200,Volkswagen,Jetta,2007,1
172,73,1/29/1993,IL,250/500,1000,1447.78,0,467947,MALE,College,protective-serv,board-games,wife,35100,-59900,1/10/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,15,3,YES,1,0,?,34930,Dodge,Neon,2001,0
173,8,2/11/2003,IN,250/500,500,1229.16,4000000,604804,FEMALE,MD,transport-moving,kayaking,wife,0,-88300,2/23/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Hillsdale,2,3,?,0,2,YES,29600,Volkswagen,Jetta,2014,0
174,294,8/15/1990,IL,100/300,1000,1226.49,0,460308,FEMALE,PhD,farming-fishing,kayaking,unmarried,53900,0,2/5/2015,Vehicle Theft,?,Trivial Damage,None,WV,Riverwood,3,1,NO,0,1,NO,4270,Ford,Fusion,2002,0
175,324,3/6/2010,IN,100/300,2000,897.89,6000000,618862,MALE,MD,tech-support,board-games,wife,0,-41300,1/21/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,13,1,?,1,0,YES,47760,Jeep,Wrangler,2011,0
176,155,9/27/1990,IN,100/300,500,1706.79,0,462479,MALE,Masters,protective-serv,dancing,other-relative,0,0,1/7/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,1,1,NO,1,1,YES,59920,Honda,Civic,1998,0
177,261,6/17/2005,IL,250/500,1000,1254.18,0,457555,FEMALE,PhD,prof-specialty,kayaking,other-relative,0,-45100,1/11/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,16,1,YES,0,1,?,39830,Volkswagen,Jetta,2003,0
178,245,9/14/2001,IN,500/1000,500,885.08,0,459984,FEMALE,Masters,armed-forces,skydiving,other-relative,27000,-58900,2/6/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,0,1,YES,0,1,NO,58950,Chevrolet,Malibu,1998,0
179,235,1/7/2011,IL,100/300,500,1046.58,4000000,434982,MALE,MD,tech-support,exercise,wife,0,-31700,1/24/2015,Vehicle Theft,?,Trivial Damage,None,NY,Hillsdale,1,1,?,2,1,NO,3600,Chevrolet,Silverado,2010,0
180,53,9/13/2003,OH,500/1000,2000,1712.68,0,614233,MALE,Associate,handlers-cleaners,basketball,not-in-family,72200,0,2/18/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Riverwood,17,3,?,2,0,YES,35770,Audi,A3,2006,0
181,426,10/24/1997,IL,500/1000,2000,1097.71,0,605258,FEMALE,Masters,adm-clerical,reading,not-in-family,29600,-22300,1/12/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,13,1,YES,2,3,?,67200,Dodge,Neon,1997,0
182,111,1/4/2009,IN,250/500,500,1363.77,4000000,604377,FEMALE,Masters,tech-support,exercise,husband,51100,0,1/17/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,12,1,YES,2,3,NO,57890,Accura,RSX,2009,0
183,86,10/12/1998,OH,100/300,500,1382.88,7000000,434923,MALE,JD,tech-support,cross-fit,other-relative,0,-30300,1/12/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,11,1,?,1,1,YES,59520,Chevrolet,Malibu,2011,1
184,296,2/23/1993,OH,100/300,1000,1141.35,7000000,476456,MALE,Masters,craft-repair,sleeping,not-in-family,0,0,1/6/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,18,1,?,0,2,NO,43920,Mercedes,C300,2013,0
185,125,7/7/1996,OH,500/1000,500,1054.83,7000000,446788,MALE,JD,tech-support,cross-fit,husband,0,-51300,2/25/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,17,1,YES,2,3,NO,64480,Mercedes,C300,2007,1
186,177,1/23/2013,IL,100/300,2000,1057.77,0,477382,FEMALE,JD,tech-support,bungie-jumping,unmarried,0,-57700,2/16/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,22,3,?,1,1,NO,13500,Audi,A3,2009,0
187,238,12/6/2006,IN,250/500,2000,1488.02,0,600275,FEMALE,JD,protective-serv,exercise,other-relative,0,-39200,2/25/2015,Vehicle Theft,?,Minor Damage,Police,NY,Northbrook,9,1,YES,1,3,YES,3850,Chevrolet,Tahoe,2010,0
188,81,2/23/2014,IN,100/300,500,920.3,5000000,461958,FEMALE,High School,tech-support,hiking,own-child,51000,-67900,2/21/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,11,3,?,1,0,?,53760,Honda,Civic,2003,1
189,128,11/16/2007,OH,500/1000,1000,986.53,0,472720,FEMALE,High School,adm-clerical,polo,other-relative,62700,0,2/16/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Columbus,11,1,NO,0,2,YES,64820,Honda,CRV,2007,0
190,449,4/17/1999,OH,250/500,2000,1440.68,0,442395,MALE,Associate,tech-support,movies,own-child,25000,0,2/9/2015,Parked Car,?,Minor Damage,None,SC,Riverwood,8,1,YES,0,1,YES,3430,Volkswagen,Passat,2008,0
191,252,2/6/2006,IN,250/500,1000,1086.21,0,455340,MALE,JD,farming-fishing,hiking,unmarried,68500,-57500,2/13/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,18,1,?,1,2,?,39270,Nissan,Maxima,2001,0
192,359,10/20/1993,OH,100/300,2000,1367.68,0,613247,FEMALE,MD,handlers-cleaners,basketball,unmarried,0,0,1/11/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Arlington,13,1,NO,0,3,NO,38850,Mercedes,C300,2012,0
193,19,1/1/2006,OH,500/1000,1000,1215.85,0,454985,MALE,High School,other-service,hiking,husband,42900,-90200,1/2/2015,Vehicle Theft,?,Minor Damage,Police,VA,Hillsdale,8,1,YES,1,1,YES,5120,Nissan,Maxima,2015,0
194,73,4/4/2003,IL,250/500,2000,1191.19,4000000,468813,MALE,MD,farming-fishing,basketball,not-in-family,29300,0,2/12/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,VA,Northbrook,9,3,?,0,1,YES,35140,Chevrolet,Tahoe,2003,0
195,285,7/5/2014,IL,500/1000,1000,1594.45,0,452747,MALE,High School,handlers-cleaners,bungie-jumping,husband,0,0,2/5/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,Columbus,17,2,YES,2,3,NO,41760,Saab,95,2006,0
196,196,1/16/1996,IN,250/500,2000,1463.07,0,615611,MALE,MD,armed-forces,skydiving,own-child,0,0,1/24/2015,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,3,1,?,1,1,NO,4240,Jeep,Grand Cherokee,2001,1
197,223,4/19/2002,OH,250/500,500,1734.09,0,451400,FEMALE,MD,adm-clerical,camping,not-in-family,0,0,1/12/2015,Parked Car,?,Trivial Damage,None,WV,Arlington,6,1,YES,0,3,?,3900,Accura,MDX,2006,0
